status,category,relative_folder,image_count,product_id,product_code,product_name,confidence,files
"unmatched","Visiting Card","Visiting Card\NT  PVC Visiting Cards\180 Micron\180 Micron NT Card + Gloss UV Coating","2","","","","0.440","1.jpg | 2.jpg"
"unmatched","Visiting Card","Visiting Card\Regular Visting Card\Without Lamination(Small)\Without Lamination (Small)","2","","","","0.433","1.jpg | 2.jpg"
"unmatched","Visiting Card","Visiting Card\NT  PVC Visiting Cards\800 Micron Fusion\800 Micron + Matt","1","","","","0.433","download.jpg"
"unmatched","Visiting Card","Visiting Card\NT  PVC Visiting Cards\800 Micron Fusion\800 Micron Silver + Gloss","1","","","","0.400","download.jpg"
"unmatched","Visiting Card","Visiting Card\NT  PVC Visiting Cards\800 Micron Fusion\800 Micron Gold + Gloss","1","","","","0.400","download.jpg"
"unmatched","Digital Paper Printing","Digital Paper Printing","1","","","","0.383","Digital Printing.jpg"
"unmatched","Stickers and Labels","Stickers and Labels","1","","","","0.000","Sticker.jpg"
"unmatched","Shooting Targets","Shooting Targets","1","","","","0.000","Shooting Targets.jpg"
"unmatched","Pens","Pens","1","","","","0.000","Pen.jpg"
"unmatched","Garments and Tags","Garments and Tags","1","","","","0.000","thumb.jpg"
"unmatched","Envelopes","Envelopes","1","","","","0.000","Envelope.jpg"
"unmatched","Coming Soon","Coming Soon","1","","","","0.000","Coming Soon.jpg"
